Order_ID,Order_Date,Region,Country,Sales_Channel,Product_Model,Category,Gender,Shoe_Size,Color,Quantity,List_Price_USD,Discount_Percent,Unit_Selling_Price_USD,Revenue_USD,Estimated_Cost_USD,Profit_USD,Customer_Rating,Return_Flag,Payment_Method,Month,Month_Name,Quarter,Month_Year,Is_Returned
NK146,2025-07-28,Europe,UK,Wholesale,Metcon 10,Training,Men,7,Green,2,150,0,150.0,300.0,158.12,141.88,5.0,No,PayPal,7,Jul,3,2025-07,False
NK147,2025-11-06,Europe,Spain,Online,Dunk Low,Lifestyle,Men,13,Grey,1,125,20,100.0,100.0,59.83,40.17,4.0,No,UPI,11,Nov,4,2025-11,False
NK148,2025-09-11,Europe,Germany,Retail Store,Dunk Low,Lifestyle,Women,7,Black,1,135,10,121.5,121.5,76.8,44.7,4.5,No,Credit Card,9,Sep,3,2025-09,False
NK149,2025-06-22,Europe,Italy,Online,Structure 25,Running,Women,5,White,2,160,5,152.0,304.0,189.71,114.29,4.5,No,Credit Card,6,Jun,2,2025-06,False
NK150,2025-07-17,Asia-Pacific,South Korea,Retail Store,Giannis Immortality 4,Basketball,Men,10,Green,1,90,5,85.5,0.0,0.0,0.0,4.5,Yes,UPI,7,Jul,3,2025-07,True
NK151,2025-12-16,Asia-Pacific,Singapore,Retail Store,Free Metcon 6,Training,Unisex,7,Grey,1,140,25,105.0,105.0,69.31,35.69,3.5,No,PayPal,12,Dec,4,2025-12,False
NK152,2025-12-22,Latin America,Argentina,Retail Store,Free Metcon 6,Training,Men,11,White,1,140,10,126.0,126.0,89.14,36.86,5.0,No,UPI,12,Dec,4,2025-12,False
NK153,2025-02-05,Asia-Pacific,Singapore,Online,Dunk Low,Lifestyle,Men,10,Blue,1,125,0,125.0,125.0,88.07,36.93,4.0,No,Credit Card,2,Feb,1,2025-02,False
NK154,2025-11-25,North America,USA,Retail Store,KD 18,Basketball,Men,6,White,2,180,10,162.0,324.0,185.86,138.14,4.5,No,Credit Card,11,Nov,4,2025-11,False
NK155,2025-07-18,Europe,Spain,Online,Air Max 270,Lifestyle,Men,13,Grey,1,160,15,136.0,136.0,74.2,61.8,5.0,No,Credit Card,7,Jul,3,2025-07,False
NK156,2025-06-10,Asia-Pacific,Japan,Retail Store,Air Force 1,Lifestyle,Men,13,Green,4,110,10,99.0,396.0,254.12,141.88,4.5,No,Debit Card,6,Jun,2,2025-06,False
NK157,2025-07-17,North America,Canada,Retail Store,Sabrina 3,Basketball,Men,6,Green,2,130,0,130.0,260.0,163.46,96.54,5.0,No,UPI,7,Jul,3,2025-07,False
NK158,2025-02-28,Latin America,Argentina,Wholesale,Air Max 270,Lifestyle,Women,5,Grey,2,180,5,171.0,342.0,185.5,156.5,4.0,No,Credit Card,2,Feb,1,2025-02,False
NK159,2025-06-17,Asia-Pacific,Japan,Retail Store,KD 18,Basketball,Women,6,Black,1,170,10,153.0,153.0,87.38,65.62,4.0,No,Credit Card,6,Jun,2,2025-06,False
NK160,2025-07-16,Europe,France,Online,Giannis Immortality 4,Basketball,Men,12,Blue,1,110,5,104.5,104.5,62.65,41.85,5.0,No,UPI,7,Jul,3,2025-07,False
NK161,2025-09-25,North America,Canada,Online,Pegasus 41,Running,Unisex,7,Red,1,160,10,144.0,144.0,94.92,49.08,4.0,No,PayPal,9,Sep,3,2025-09,False
NK162,2025-09-03,Asia-Pacific,Australia,Wholesale,Air Max 90,Lifestyle,Unisex,11,Black,2,140,15,119.0,238.0,138.67,99.33,4.5,No,PayPal,9,Sep,3,2025-09,False
NK163,2025-10-10,Asia-Pacific,Singapore,Retail Store,Pegasus 41,Running,Women,13,Blue,1,140,20,112.0,112.0,61.87,50.13,5.0,No,Credit Card,10,Oct,4,2025-10,False
NK164,2025-12-30,Middle East & Africa,Egypt,Online,Pegasus 41,Running,Men,10,Red,1,130,15,110.5,110.5,73.16,37.34,5.0,No,Debit Card,12,Dec,4,2025-12,False
NK165,2025-12-04,North America,Canada,Retail Store,Pegasus 41,Running,Women,10,Black,1,130,5,123.5,123.5,72.81,50.69,5.0,No,Debit Card,12,Dec,4,2025-12,False
NK166,2025-06-05,North America,Mexico,Online,Cortez,Lifestyle,Unisex,5,Red,1,110,15,93.5,93.5,61.45,32.05,4.5,No,Debit Card,6,Jun,2,2025-06,False
NK167,2025-02-08,Europe,UK,Retail Store,Vomero 18,Running,Women,6,Red,2,150,5,142.5,285.0,201.68,83.32,5.0,No,UPI,2,Feb,1,2025-02,False
NK168,2025-02-04,North America,Mexico,Wholesale,Invincible 3,Running,Men,8,Black,2,200,10,180.0,360.0,226.56,133.44,3.5,No,UPI,2,Feb,1,2025-02,False
NK169,2025-07-20,Middle East & Africa,Egypt,Online,Free Metcon 6,Training,Unisex,13,Red,3,120,5,114.0,342.0,229.41,112.59,4.5,No,Debit Card,7,Jul,3,2025-07,False
NK170,2025-09-22,Latin America,Colombia,Retail Store,Air Force 1,Lifestyle,Men,9,Red,1,140,0,140.0,140.0,80.17,59.83,4.0,No,UPI,9,Sep,3,2025-09,False
NK171,2025-05-07,North America,Mexico,Online,Metcon 10,Training,Men,5,Green,1,150,10,135.0,135.0,94.29,40.71,4.5,No,Credit Card,5,May,2,2025-05,False
NK172,2025-07-20,Latin America,Brazil,Online,KD 18,Basketball,Unisex,6,Black,1,170,5,161.5,161.5,99.75,61.75,3.5,No,UPI,7,Jul,3,2025-07,False
NK173,2025-01-21,North America,Mexico,Online,Structure 25,Running,Women,7,Blue,1,130,5,123.5,123.5,68.43,55.07,4.5,No,Credit Card,1,Jan,1,2025-01,False
NK174,2025-12-27,Europe,UK,Online,Dunk Low,Lifestyle,Men,10,Black,1,145,5,137.75,137.75,84.66,53.09,3.5,No,Credit Card,12,Dec,4,2025-12,False
NK175,2025-12-21,North America,Canada,Retail Store,Vomero 18,Running,Men,12,Black,1,160,10,144.0,144.0,88.5,55.5,4.5,No,Credit Card,12,Dec,4,2025-12,False
NK176,2025-07-11,North America,Canada,Online,KD 18,Basketball,Men,13,Black,1,160,0,160.0,160.0,108.88,51.12,5.0,No,Credit Card,7,Jul,3,2025-07,False
NK177,2025-11-29,North America,Mexico,Online,Air Max 90,Lifestyle,Men,7,Blue,2,120,0,120.0,240.0,126.95,113.05,5.0,No,UPI,11,Nov,4,2025-11,False
NK178,2025-06-02,Asia-Pacific,Australia,Online,Sabrina 3,Basketball,Women,11,Black,3,140,15,119.0,357.0,237.15,119.85,4.5,No,UPI,6,Jun,2,2025-06,False
NK179,2025-03-25,Asia-Pacific,India,Online,Air Max 270,Lifestyle,Men,13,White,1,160,5,152.0,152.0,91.78,60.22,4.5,No,UPI,3,Mar,1,2025-03,False
NK180,2025-01-28,Latin America,Chile,Retail Store,Air Max 270,Lifestyle,Men,6,Grey,3,180,10,162.0,486.0,312.26,173.74,3.5,No,Debit Card,1,Jan,1,2025-01,False
NK181,2025-12-23,Latin America,Brazil,Retail Store,Structure 25,Running,Men,13,Black,1,140,5,133.0,133.0,84.51,48.49,3.5,No,Debit Card,12,Dec,4,2025-12,False
NK182,2025-12-20,Europe,France,Online,LeBron 22,Basketball,Women,13,Red,2,190,5,180.5,361.0,219.95,141.05,4.5,No,Debit Card,12,Dec,4,2025-12,False
NK183,2025-02-25,North America,USA,Online,Metcon 10,Training,Men,6,Blue,1,150,0,150.0,150.0,82.28,67.72,3.5,No,Debit Card,2,Feb,1,2025-02,False
NK184,2025-07-23,Europe,UK,Online,LeBron 22,Basketball,Men,6,Grey,1,220,15,187.0,187.0,128.72,58.28,4.0,No,PayPal,7,Jul,3,2025-07,False
NK185,2025-02-20,Middle East & Africa,Saudi Arabia,Online,Air Force 1,Lifestyle,Men,9,Green,3,120,5,114.0,342.0,206.17,135.83,4.0,No,UPI,2,Feb,1,2025-02,False
NK186,2025-03-18,Middle East & Africa,South Africa,Wholesale,Pegasus 41,Running,Men,10,Blue,2,160,10,144.0,288.0,206.44,81.56,5.0,No,Debit Card,3,Mar,1,2025-03,False
NK187,2025-04-19,Europe,France,Online,Sabrina 3,Basketball,Women,9,Blue,1,130,15,110.5,110.5,75.73,34.77,5.0,No,Debit Card,4,Apr,2,2025-04,False
NK188,2025-09-30,Asia-Pacific,Australia,Wholesale,Air Max 90,Lifestyle,Women,13,White,2,130,0,130.0,260.0,145.98,114.02,4.5,No,UPI,9,Sep,3,2025-09,False
NK189,2025-12-20,North America,Mexico,Online,Structure 25,Running,Women,10,Grey,1,140,20,112.0,112.0,71.52,40.48,4.5,No,Debit Card,12,Dec,4,2025-12,False
NK190,2025-06-03,Latin America,Colombia,Online,Pegasus 41,Running,Women,10,White,3,160,0,160.0,480.0,340.71,139.29,4.5,No,Debit Card,6,Jun,2,2025-06,False
NK191,2025-08-07,Asia-Pacific,Japan,Online,KD 18,Basketball,Women,8,Grey,1,160,20,128.0,128.0,85.14,42.86,4.5,No,PayPal,8,Aug,3,2025-08,False
NK192,2025-11-19,Latin America,Chile,Online,Structure 25,Running,Unisex,11,White,1,130,5,123.5,123.5,71.92,51.58,4.5,No,UPI,11,Nov,4,2025-11,False
NK193,2025-02-04,Latin America,Colombia,Retail Store,LeBron 22,Basketball,Women,7,Red,2,220,10,198.0,396.0,232.33,163.67,4.0,No,PayPal,2,Feb,1,2025-02,False
NK194,2025-05-21,North America,USA,Retail Store,Structure 25,Running,Unisex,5,Blue,2,130,5,123.5,247.0,131.85,115.15,4.5,No,Credit Card,5,May,2,2025-05,False
NK195,2025-09-16,Europe,Italy,Retail Store,Invincible 3,Running,Women,7,Red,1,180,5,171.0,171.0,100.85,70.15,5.0,No,UPI,9,Sep,3,2025-09,False
NK196,2025-04-21,Europe,Italy,Retail Store,Air Max 90,Lifestyle,Men,11,Green,1,150,0,150.0,150.0,90.09,59.91,4.0,No,Credit Card,4,Apr,2,2025-04,False
NK197,2025-02-22,Europe,France,Retail Store,Vomero 18,Running,Men,5,Green,1,150,10,135.0,135.0,71.11,63.89,4.5,No,UPI,2,Feb,1,2025-02,False
NK198,2025-12-01,North America,Canada,Retail Store,Vomero 18,Running,Men,11,White,1,180,10,162.0,162.0,94.06,67.94,4.5,No,Credit Card,12,Dec,4,2025-12,False
NK199,2025-08-29,North America,Canada,Retail Store,Air Max 270,Lifestyle,Women,10,Green,1,160,5,152.0,152.0,82.16,69.84,5.0,No,UPI,8,Aug,3,2025-08,False
NK200,2025-04-17,North America,Mexico,Retail Store,Structure 25,Running,Unisex,8,Blue,3,130,0,130.0,390.0,267.28,122.72,5.0,No,PayPal,4,Apr,2,2025-04,False
NK201,2025-11-12,Middle East & Africa,South Africa,Retail Store,Air Force 1,Lifestyle,Women,11,Grey,1,120,15,102.0,102.0,53.9,48.1,4.5,No,UPI,11,Nov,4,2025-11,False
NK202,2025-07-30,North America,USA,Online,Air Max 90,Lifestyle,Men,11,Blue,1,130,15,110.5,110.5,59.79,50.71,5.0,No,Debit Card,7,Jul,3,2025-07,False
NK203,2025-04-10,Asia-Pacific,Japan,Online,Air Max 270,Lifestyle,Women,10,Green,2,150,0,150.0,300.0,180.99,119.01,4.0,No,UPI,4,Apr,2,2025-04,False
NK204,2025-05-29,North America,Canada,Online,Sabrina 3,Basketball,Unisex,7,Grey,1,130,15,110.5,110.5,71.71,38.79,3.5,No,Credit Card,5,May,2,2025-05,False
NK205,2025-12-03,Europe,Italy,Wholesale,Free Metcon 6,Training,Men,7,Green,1,130,0,130.0,130.0,76.37,53.63,4.5,No,UPI,12,Dec,4,2025-12,False
NK206,2025-06-05,Asia-Pacific,India,Retail Store,Structure 25,Running,Unisex,10,Grey,2,140,10,126.0,252.0,146.76,105.24,3.5,No,Debit Card,6,Jun,2,2025-06,False
NK207,2025-11-09,North America,Canada,Retail Store,Metcon 10,Training,Women,9,Blue,2,160,5,152.0,304.0,171.65,132.35,4.5,No,PayPal,11,Nov,4,2025-11,False
NK208,2025-02-28,North America,Mexico,Retail Store,Air Force 1,Lifestyle,Unisex,6,Blue,1,110,10,99.0,99.0,55.58,43.42,4.5,No,Credit Card,2,Feb,1,2025-02,False
NK209,2025-11-27,North America,Mexico,Retail Store,Giannis Immortality 4,Basketball,Women,5,Red,1,80,5,76.0,0.0,0.0,0.0,4.5,Yes,UPI,11,Nov,4,2025-11,True
NK210,2025-03-09,Asia-Pacific,South Korea,Retail Store,Metcon 10,Training,Unisex,8,Green,4,160,5,152.0,608.0,380.28,227.72,4.0,No,Debit Card,3,Mar,1,2025-03,False
NK211,2025-09-05,North America,Canada,Online,Cortez,Lifestyle,Men,6,Grey,1,100,0,100.0,100.0,64.62,35.38,5.0,No,PayPal,9,Sep,3,2025-09,False
NK212,2025-01-03,North America,Canada,Retail Store,Vomero 18,Running,Women,5,Black,1,160,10,144.0,144.0,88.09,55.91,5.0,No,UPI,1,Jan,1,2025-01,False
NK213,2025-11-16,Europe,France,Wholesale,LeBron 22,Basketball,Women,9,Black,3,190,0,190.0,570.0,409.81,160.19,5.0,No,Credit Card,11,Nov,4,2025-11,False
NK214,2025-05-05,Asia-Pacific,Japan,Retail Store,Vomero 18,Running,Men,6,White,2,160,15,136.0,0.0,0.0,0.0,5.0,Yes,Credit Card,5,May,2,2025-05,True
NK215,2025-03-29,Asia-Pacific,Japan,Retail Store,Structure 25,Running,Women,13,Grey,2,160,10,144.0,288.0,159.13,128.87,3.5,No,Debit Card,3,Mar,1,2025-03,False
NK216,2025-04-01,North America,Canada,Online,Giannis Immortality 4,Basketball,Men,7,Blue,2,90,5,85.5,171.0,113.85,57.15,4.5,No,Credit Card,4,Apr,2,2025-04,False
NK217,2025-04-03,North America,Mexico,Online,Metcon 10,Training,Men,9,Green,1,150,25,112.5,0.0,0.0,0.0,5.0,Yes,PayPal,4,Apr,2,2025-04,True
NK218,2025-11-20,North America,USA,Online,LeBron 22,Basketball,Men,8,Blue,1,210,5,199.5,199.5,118.05,81.45,3.5,No,UPI,11,Nov,4,2025-11,False
NK219,2025-03-09,North America,USA,Retail Store,Metcon 10,Training,Women,9,Red,2,140,0,140.0,280.0,158.19,121.81,4.0,No,UPI,3,Mar,1,2025-03,False
NK220,2025-12-28,Europe,Italy,Retail Store,Sabrina 3,Basketball,Men,12,Black,1,130,20,104.0,104.0,70.31,33.69,4.0,No,UPI,12,Dec,4,2025-12,False
NK221,2025-10-07,North America,Mexico,Retail Store,KD 18,Basketball,Men,6,Grey,3,160,5,152.0,456.0,279.07,176.93,5.0,No,UPI,10,Oct,4,2025-10,False
NK222,2025-09-11,Europe,Spain,Retail Store,Air Force 1,Lifestyle,Men,13,Blue,1,130,5,123.5,123.5,65.15,58.35,4.5,No,Credit Card,9,Sep,3,2025-09,False
NK223,2025-10-30,North America,Canada,Retail Store,Free Metcon 6,Training,Women,13,Grey,1,140,5,133.0,133.0,69.2,63.8,5.0,No,UPI,10,Oct,4,2025-10,False
NK224,2025-02-16,Europe,Italy,Wholesale,KD 18,Basketball,Women,9,Green,1,160,5,152.0,152.0,89.28,62.72,4.5,No,UPI,2,Feb,1,2025-02,False
NK225,2025-01-10,Europe,UK,Online,LeBron 22,Basketball,Unisex,13,Red,1,200,5,190.0,190.0,109.02,80.98,5.0,No,Credit Card,1,Jan,1,2025-01,False
NK226,2025-04-06,Asia-Pacific,Australia,Retail Store,Air Max 90,Lifestyle,Men,11,Grey,2,120,20,96.0,192.0,126.61,65.39,5.0,No,Credit Card,4,Apr,2,2025-04,False
NK227,2025-03-04,North America,USA,Retail Store,LeBron 22,Basketball,Women,11,Black,4,220,5,209.0,836.0,577.93,258.07,4.0,No,Debit Card,3,Mar,1,2025-03,False
NK228,2025-03-19,Latin America,Argentina,Retail Store,Dunk Low,Lifestyle,Unisex,11,Blue,2,125,0,125.0,250.0,136.22,113.78,4.5,No,Debit Card,3,Mar,1,2025-03,False
NK229,2025-12-02,Europe,Spain,Wholesale,Vomero 18,Running,Women,7,Blue,1,160,10,144.0,0.0,0.0,0.0,4.0,Yes,PayPal,12,Dec,4,2025-12,True
NK230,2025-01-07,North America,Canada,Retail Store,Metcon 10,Training,Women,11,Red,2,150,20,120.0,240.0,163.04,76.96,4.5,No,Credit Card,1,Jan,1,2025-01,False
NK231,2025-04-07,North America,USA,Retail Store,Structure 25,Running,Men,10,Red,1,160,5,152.0,152.0,91.55,60.45,4.5,No,Credit Card,4,Apr,2,2025-04,False
NK232,2025-03-25,Asia-Pacific,Australia,Retail Store,Metcon 10,Training,Women,8,Grey,1,150,5,142.5,142.5,102.09,40.41,4.0,No,PayPal,3,Mar,1,2025-03,False
NK233,2025-11-14,Middle East & Africa,UAE,Retail Store,Metcon 10,Training,Women,13,Black,1,160,25,120.0,120.0,75.55,44.45,4.5,No,Debit Card,11,Nov,4,2025-11,False
NK234,2025-01-22,Asia-Pacific,Japan,Retail Store,LeBron 22,Basketball,Men,10,Blue,1,200,5,190.0,190.0,123.76,66.24,4.0,No,Credit Card,1,Jan,1,2025-01,False
NK235,2025-07-26,Europe,France,Retail Store,Giannis Immortality 4,Basketball,Women,10,Black,1,90,5,85.5,85.5,60.96,24.54,4.5,No,Credit Card,7,Jul,3,2025-07,False
NK236,2025-11-11,Latin America,Argentina,Wholesale,Air Max 270,Lifestyle,Men,12,Green,2,160,10,144.0,0.0,0.0,0.0,4.5,Yes,Debit Card,11,Nov,4,2025-11,True
NK237,2025-05-18,Europe,Italy,Retail Store,Sabrina 3,Basketball,Women,10,Green,1,130,20,104.0,104.0,73.62,30.38,4.0,No,Credit Card,5,May,2,2025-05,False
NK238,2025-04-03,Europe,France,Retail Store,Vomero 18,Running,Men,12,Blue,1,170,20,136.0,136.0,77.76,58.24,4.5,No,UPI,4,Apr,2,2025-04,False
NK239,2025-03-04,Asia-Pacific,India,Online,Free Metcon 6,Training,Men,6,Red,1,120,15,102.0,102.0,71.64,30.36,4.5,No,UPI,3,Mar,1,2025-03,False
NK240,2025-10-02,Asia-Pacific,South Korea,Wholesale,Free Metcon 6,Training,Women,7,White,2,150,25,112.5,225.0,153.23,71.77,4.5,No,Credit Card,10,Oct,4,2025-10,False
NK241,2025-10-22,Europe,UK,Retail Store,LeBron 22,Basketball,Unisex,9,Black,1,200,10,180.0,180.0,122.39,57.61,3.5,No,UPI,10,Oct,4,2025-10,False
NK242,2025-04-17,Asia-Pacific,Singapore,Retail Store,Air Max 270,Lifestyle,Men,10,Red,1,160,15,136.0,136.0,85.27,50.73,4.5,No,Credit Card,4,Apr,2,2025-04,False
NK243,2025-01-03,Europe,Germany,Online,Vomero 18,Running,Unisex,9,Grey,1,180,0,180.0,180.0,103.72,76.28,3.5,No,Credit Card,1,Jan,1,2025-01,False
NK244,2025-05-20,Asia-Pacific,South Korea,Online,Pegasus 41,Running,Women,13,Grey,2,140,10,126.0,252.0,131.44,120.56,4.5,No,Credit Card,5,May,2,2025-05,False
NK245,2025-10-22,Latin America,Colombia,Retail Store,Structure 25,Running,Men,13,Green,1,150,5,142.5,142.5,88.51,53.99,4.5,No,Debit Card,10,Oct,4,2025-10,False
NK246,2025-08-02,Europe,UK,Online,Vomero 18,Running,Women,8,Grey,1,150,5,142.5,142.5,85.91,56.59,4.0,No,Credit Card,8,Aug,3,2025-08,False
NK247,2025-08-23,Europe,Germany,Wholesale,Air Max 270,Lifestyle,Men,7,Blue,1,180,0,180.0,180.0,94.29,85.71,4.0,No,Credit Card,8,Aug,3,2025-08,False
NK248,2025-06-01,North America,Mexico,Retail Store,LeBron 22,Basketball,Men,5,Red,1,220,5,209.0,209.0,140.0,69.0,4.5,No,Debit Card,6,Jun,2,2025-06,False
NK249,2025-08-27,North America,USA,Retail Store,Free Metcon 6,Training,Women,11,White,1,130,10,117.0,117.0,61.36,55.64,4.5,No,Credit Card,8,Aug,3,2025-08,False
NK250,2025-06-20,Latin America,Brazil,Retail Store,Free Metcon 6,Training,Men,9,Red,2,120,25,90.0,180.0,115.61,64.39,4.5,No,Credit Card,6,Jun,2,2025-06,False
NK251,2025-12-30,Asia-Pacific,Australia,Online,Metcon 10,Training,Women,7,Red,3,140,10,126.0,378.0,211.94,166.06,5.0,No,PayPal,12,Dec,4,2025-12,False
NK252,2025-08-12,North America,Canada,Online,Air Force 1,Lifestyle,Men,12,Blue,3,110,15,93.5,280.5,157.27,123.23,5.0,No,Debit Card,8,Aug,3,2025-08,False
NK253,2025-08-22,North America,USA,Online,Air Max 90,Lifestyle,Men,12,Red,1,140,25,105.0,105.0,74.39,30.61,4.5,No,Debit Card,8,Aug,3,2025-08,False
NK254,2025-09-13,Asia-Pacific,India,Online,Giannis Immortality 4,Basketball,Women,6,Grey,1,90,20,72.0,72.0,49.41,22.59,4.0,No,Credit Card,9,Sep,3,2025-09,False
NK255,2025-07-28,Asia-Pacific,Australia,Retail Store,Dunk Low,Lifestyle,Women,11,Blue,1,135,10,121.5,121.5,79.64,41.86,4.0,No,PayPal,7,Jul,3,2025-07,False
NK256,2025-09-02,North America,Canada,Retail Store,Sabrina 3,Basketball,Men,10,Red,2,130,10,117.0,234.0,161.58,72.42,4.0,No,UPI,9,Sep,3,2025-09,False
NK257,2025-06-27,Europe,Italy,Online,Air Max 270,Lifestyle,Women,5,Green,1,160,15,136.0,136.0,86.62,49.38,4.5,No,Credit Card,6,Jun,2,2025-06,False
NK258,2025-09-26,Asia-Pacific,Australia,Retail Store,Vomero 18,Running,Men,11,Grey,1,180,5,171.0,171.0,112.68,58.32,5.0,No,UPI,9,Sep,3,2025-09,False
NK259,2025-09-14,Middle East & Africa,UAE,Online,Invincible 3,Running,Men,9,Red,1,180,15,153.0,153.0,92.79,60.21,5.0,No,UPI,9,Sep,3,2025-09,False
NK260,2025-04-14,Asia-Pacific,Singapore,Retail Store,KD 18,Basketball,Unisex,5,Green,1,180,20,144.0,144.0,100.83,43.17,4.5,No,PayPal,4,Apr,2,2025-04,False
NK261,2025-06-12,Middle East & Africa,South Africa,Online,LeBron 22,Basketball,Men,5,Red,2,200,15,170.0,340.0,244.64,95.36,3.5,No,Debit Card,6,Jun,2,2025-06,False
NK262,2025-04-24,Europe,UK,Retail Store,Air Force 1,Lifestyle,Men,7,Red,1,120,10,108.0,108.0,56.47,51.53,4.5,No,PayPal,4,Apr,2,2025-04,False
NK263,2025-06-02,Europe,Italy,Retail Store,Free Metcon 6,Training,Unisex,6,Blue,1,140,15,119.0,119.0,78.72,40.28,4.5,No,Credit Card,6,Jun,2,2025-06,False
NK264,2025-07-22,Europe,France,Retail Store,Air Force 1,Lifestyle,Men,10,White,2,140,15,119.0,238.0,151.99,86.01,4.0,No,PayPal,7,Jul,3,2025-07,False
NK265,2025-03-05,Europe,Italy,Online,Giannis Immortality 4,Basketball,Men,10,Green,1,80,10,72.0,72.0,39.69,32.31,4.5,No,Debit Card,3,Mar,1,2025-03,False
NK266,2025-04-28,North America,Canada,Wholesale,KD 18,Basketball,Women,6,Grey,2,150,10,135.0,270.0,185.66,84.34,5.0,No,UPI,4,Apr,2,2025-04,False
NK267,2025-07-28,Asia-Pacific,South Korea,Wholesale,Vomero 18,Running,Unisex,11,Grey,1,160,0,160.0,160.0,96.75,63.25,5.0,No,UPI,7,Jul,3,2025-07,False
NK268,2025-08-27,Asia-Pacific,India,Online,LeBron 22,Basketball,Unisex,8,Blue,1,190,25,142.5,142.5,99.67,42.83,3.5,No,PayPal,8,Aug,3,2025-08,False
NK269,2025-12-30,Asia-Pacific,Japan,Online,Air Max 90,Lifestyle,Women,10,White,1,140,0,140.0,140.0,74.79,65.21,3.5,No,Debit Card,12,Dec,4,2025-12,False
NK270,2025-04-03,Middle East & Africa,Saudi Arabia,Online,Dunk Low,Lifestyle,Unisex,5,Blue,2,125,5,118.75,237.5,139.0,98.5,4.5,No,Credit Card,4,Apr,2,2025-04,False
NK271,2025-10-05,North America,Canada,Retail Store,Pegasus 41,Running,Women,9,Green,2,140,5,133.0,266.0,146.56,119.44,5.0,No,Credit Card,10,Oct,4,2025-10,False
NK272,2025-11-09,Asia-Pacific,Japan,Online,Structure 25,Running,Men,10,Grey,1,160,20,128.0,128.0,91.76,36.24,4.5,No,Debit Card,11,Nov,4,2025-11,False
NK273,2025-08-07,Asia-Pacific,Singapore,Retail Store,Giannis Immortality 4,Basketball,Women,10,Red,3,100,25,75.0,225.0,133.72,91.28,4.5,No,Credit Card,8,Aug,3,2025-08,False
NK274,2025-12-03,North America,USA,Online,Air Max 270,Lifestyle,Women,13,Blue,1,160,15,136.0,136.0,76.06,59.94,4.5,No,UPI,12,Dec,4,2025-12,False
NK275,2025-08-08,Middle East & Africa,UAE,Online,Dunk Low,Lifestyle,Men,10,White,1,135,10,121.5,121.5,77.05,44.45,5.0,No,UPI,8,Aug,3,2025-08,False
NK276,2025-09-13,Middle East & Africa,South Africa,Online,Vomero 18,Running,Women,9,Green,1,150,15,127.5,127.5,90.24,37.26,5.0,No,Credit Card,9,Sep,3,2025-09,False
NK277,2025-10-03,North America,USA,Online,Cortez,Lifestyle,Men,5,Grey,2,120,15,102.0,204.0,130.57,73.43,4.0,No,Debit Card,10,Oct,4,2025-10,False
NK278,2025-08-17,Middle East & Africa,UAE,Retail Store,Air Max 270,Lifestyle,Women,11,White,3,160,5,152.0,0.0,0.0,0.0,5.0,Yes,Debit Card,8,Aug,3,2025-08,True
NK279,2025-04-04,Middle East & Africa,UAE,Online,KD 18,Basketball,Women,7,Blue,1,170,15,144.5,144.5,94.63,49.87,4.5,No,Debit Card,4,Apr,2,2025-04,False
NK280,2025-01-01,Europe,Italy,Online,Giannis Immortality 4,Basketball,Women,13,Blue,2,90,5,85.5,171.0,120.67,50.33,4.5,No,Credit Card,1,Jan,1,2025-01,False
NK281,2025-05-19,North America,Mexico,Online,Metcon 10,Training,Women,9,Grey,2,150,5,142.5,285.0,170.55,114.45,5.0,No,PayPal,5,May,2,2025-05,False
NK282,2025-05-19,North America,USA,Online,Vomero 18,Running,Men,12,Red,2,160,10,144.0,288.0,163.26,124.74,4.5,No,UPI,5,May,2,2025-05,False
NK283,2025-08-02,Asia-Pacific,Japan,Wholesale,Vomero 18,Running,Men,8,White,1,160,10,144.0,144.0,89.46,54.54,4.5,No,UPI,8,Aug,3,2025-08,False
NK284,2025-07-29,Europe,UK,Wholesale,Invincible 3,Running,Men,6,Blue,1,180,5,171.0,171.0,104.06,66.94,4.0,No,Credit Card,7,Jul,3,2025-07,False
NK285,2025-04-28,North America,Canada,Wholesale,Cortez,Lifestyle,Women,12,White,3,120,10,108.0,324.0,180.75,143.25,4.0,No,Credit Card,4,Apr,2,2025-04,False
NK286,2025-06-11,Asia-Pacific,Japan,Wholesale,Air Force 1,Lifestyle,Unisex,11,Black,2,120,5,114.0,228.0,137.31,90.69,4.5,No,UPI,6,Jun,2,2025-06,False
NK287,2025-10-21,Europe,Spain,Retail Store,Air Force 1,Lifestyle,Men,8,Green,1,110,15,93.5,93.5,57.7,35.8,4.5,No,UPI,10,Oct,4,2025-10,False
NK288,2025-08-15,Europe,France,Online,Free Metcon 6,Training,Women,8,Black,2,130,15,110.5,221.0,156.09,64.91,4.0,No,Credit Card,8,Aug,3,2025-08,False
NK289,2025-03-14,North America,Mexico,Retail Store,Pegasus 41,Running,Women,7,Green,4,150,0,150.0,600.0,337.76,262.24,5.0,No,Credit Card,3,Mar,1,2025-03,False
NK290,2025-04-13,North America,Mexico,Retail Store,Invincible 3,Running,Men,6,Blue,1,190,5,180.5,180.5,122.51,57.99,3.5,No,Debit Card,4,Apr,2,2025-04,False
NK291,2025-12-01,North America,USA,Online,Vomero 18,Running,Unisex,12,Green,2,150,0,150.0,300.0,209.86,90.14,5.0,No,Credit Card,12,Dec,4,2025-12,False
NK292,2025-03-13,North America,USA,Retail Store,Free Metcon 6,Training,Women,5,Grey,1,150,20,120.0,120.0,66.78,53.22,4.0,No,Credit Card,3,Mar,1,2025-03,False
